,mas,,,cvc5,,,ostrich,,,z3
filename,real,user,sys,real,user,sys,real,user,sys,real,user,sys
slog_stranger_4656_sink,0.875,1.014,0.493,0.301,0.056,0.205,2.277,6.432,0.970,0.316,0.086,0.187,
slog_stranger_4657_sink,0.932,0.960,0.525,0.332,0.060,0.212,1.949,3.965,0.826,0.288,0.081,0.179,
slog_stranger_4677_sink,0.937,1.101,0.520,0.309,0.060,0.216,2.284,6.926,1.061,0.315,0.073,0.187,
slog_stranger_4685_sink,0.880,0.995,0.509,0.316,0.050,0.226,1.819,3.181,0.768,0.317,0.083,0.180,
slog_stranger_4686_sink,0.875,1.001,0.499,0.312,0.056,0.214,1.749,3.006,0.761,0.288,0.086,0.171,
slog_stranger_46_sink,0.925,1.246,0.554,0.356,0.065,0.219,86.620,105.785,4.875,0.956,0.702,0.195,
slog_stranger_4700_sink,0.880,0.992,0.528,0.498,0.064,0.205,2.191,6.869,1.065,0.303,0.083,0.184,
slog_stranger_4702_sink,0.893,1.008,0.504,0.318,0.064,0.215,2.246,6.696,1.167,0.303,0.088,0.174,
slog_stranger_4703_sink,0.880,0.970,0.521,0.348,0.060,0.213,1.751,2.901,0.790,0.290,0.078,0.183,
slog_stranger_4709_sink,0.892,0.946,0.549,0.326,0.061,0.213,1.743,2.887,0.735,0.302,0.078,0.180,
slog_stranger_4712_sink,,,,0.306,0.054,0.216,1.548,2.088,0.666,0.306,0.084,0.177,
slog_stranger_4714_sink,0.873,0.982,0.520,0.331,0.064,0.206,1.674,2.924,0.700,0.305,0.082,0.182,
slog_stranger_4715_sink,0.872,0.978,0.531,0.302,0.052,0.212,2.029,3.139,0.754,0.297,0.084,0.179,
slog_stranger_4716_sink,0.877,0.963,0.537,0.315,0.053,0.221,2.476,7.723,1.312,0.313,0.098,0.180,
slog_stranger_4718_sink,0.932,0.975,0.525,0.310,0.050,0.220,1.933,3.143,0.725,0.298,0.084,0.180,
slog_stranger_4719_sink,0.895,1.042,0.486,0.298,0.062,0.206,2.285,6.885,1.149,1.008,0.778,0.191,
slog_stranger_4733_sink,0.894,0.983,0.504,0.300,0.064,0.205,1.695,2.875,0.745,0.298,0.078,0.183,
slog_stranger_4736_sink,0.872,0.980,0.502,0.330,0.052,0.220,1.781,3.024,0.755,0.356,0.085,0.172,
slog_stranger_4744_sink,0.870,0.992,0.520,0.322,0.061,0.210,1.766,2.977,0.742,0.293,0.080,0.178,
slog_stranger_4745_sink,0.873,0.980,0.514,0.311,0.068,0.211,1.807,3.110,0.783,0.303,0.080,0.184,
slog_stranger_4746_sink,0.877,0.994,0.510,0.305,0.054,0.217,1.987,3.071,0.762,0.302,0.076,0.185,
slog_stranger_4748_sink,0.897,1.016,0.485,0.314,0.049,0.225,1.850,3.086,0.781,0.312,0.077,0.189,
slog_stranger_4749_sink,0.882,1.003,0.499,0.318,0.061,0.210,1.790,3.196,0.754,0.300,0.083,0.173,
slog_stranger_4750_sink,0.872,0.970,0.531,0.346,0.056,0.218,1.755,2.900,0.793,0.374,0.072,0.185,
slog_stranger_4751_sink,0.881,0.997,0.504,0.338,0.071,0.202,1.881,3.008,0.748,0.312,0.081,0.172,
slog_stranger_4752_sink,0.890,0.983,0.523,0.375,0.063,0.216,1.796,3.014,0.737,0.299,0.084,0.170,
slog_stranger_4753_sink,0.898,0.970,0.524,0.312,0.054,0.217,1.689,2.914,0.752,0.288,0.087,0.170,
slog_stranger_4754_sink,0.874,0.993,0.511,0.306,0.073,0.205,1.778,3.017,0.769,0.298,0.076,0.186,
slog_stranger_4755_sink,0.981,0.985,0.498,0.302,0.066,0.206,1.683,2.960,0.759,0.310,0.074,0.183,
slog_stranger_4756_sink,0.883,1.003,0.493,0.316,0.063,0.216,1.724,2.883,0.710,0.301,0.075,0.185,
slog_stranger_4764_sink,0.872,0.990,0.508,0.323,0.063,0.203,1.733,2.975,0.769,0.301,0.078,0.184,
slog_stranger_4766_sink,0.969,0.989,0.538,0.306,0.062,0.211,1.690,3.003,0.732,0.297,0.083,0.177,
slog_stranger_4768_sink,0.887,1.007,0.527,0.320,0.053,0.211,1.693,2.999,0.745,0.307,0.083,0.176,
slog_stranger_4769_sink,0.943,1.017,0.500,0.330,0.060,0.213,1.776,3.070,0.741,0.324,0.078,0.183,
slog_stranger_476_sink,0.886,0.951,0.524,0.361,0.068,0.216,1.125,1.088,0.540,0.287,0.072,0.181,
slog_stranger_4770_sink,0.893,0.966,0.554,0.308,0.062,0.218,1.762,2.988,0.794,0.305,0.082,0.179,
slog_stranger_4772_sink,0.885,1.009,0.528,0.470,0.066,0.204,1.721,3.148,0.717,0.305,0.075,0.186,
slog_stranger_4773_sink,0.917,0.985,0.526,0.325,0.055,0.220,1.811,3.144,0.771,0.318,0.081,0.183,
slog_stranger_478_sink,0.875,0.935,0.519,0.334,0.069,0.214,1.142,1.132,0.540,0.302,0.084,0.177,
slog_stranger_4808_sink,0.881,0.979,0.523,0.351,0.057,0.219,2.299,6.868,1.130,0.313,0.092,0.174,
slog_stranger_4811_sink,0.901,0.989,0.517,0.314,0.068,0.205,1.856,2.693,0.748,0.606,0.077,0.194,
slog_stranger_4827_sink,0.905,0.985,0.528,0.320,0.052,0.225,1.796,3.070,0.761,0.307,0.076,0.190,
slog_stranger_4828_sink,0.887,0.980,0.522,0.300,0.054,0.209,1.668,2.814,0.748,0.348,0.082,0.176,
slog_stranger_4832_sink,0.897,0.997,0.498,0.398,0.057,0.218,1.781,3.019,0.788,0.467,0.079,0.182,
slog_stranger_4833_sink,1.140,0.983,0.508,0.345,0.072,0.192,1.693,2.849,0.727,0.294,0.077,0.182,
slog_stranger_483_sink,0.881,0.964,0.525,0.326,0.073,0.219,1.303,1.158,0.540,0.292,0.080,0.175,
slog_stranger_4844_sink,0.890,1.015,0.525,0.335,0.062,0.211,1.875,3.615,0.870,0.300,0.077,0.185,
slog_stranger_4845_sink,0.885,1.016,0.516,0.324,0.058,0.221,1.970,4.522,0.819,0.344,0.082,0.184,
slog_stranger_4846_sink,1.006,1.016,0.521,0.307,0.064,0.209,2.349,6.299,1.070,0.322,0.094,0.193,
slog_stranger_485_sink,0.868,0.939,0.484,0.349,0.074,0.219,1.200,1.150,0.571,0.300,0.075,0.177,
slog_stranger_486_sink,0.863,0.967,0.507,0.366,0.077,0.197,1.141,1.094,0.572,0.298,0.075,0.190,
slog_stranger_4889_sink,0.875,1.032,0.493,0.306,0.057,0.214,1.806,2.967,0.755,0.294,0.073,0.182,
slog_stranger_4891_sink,0.916,1.104,0.514,0.313,0.059,0.207,1.696,2.909,0.731,0.300,0.086,0.174,
slog_stranger_4894_sink,0.854,0.978,0.491,0.310,0.051,0.224,2.064,4.288,0.896,0.300,0.080,0.182,
slog_stranger_489_sink,0.874,0.969,0.498,0.331,0.074,0.209,1.220,1.180,0.568,0.312,0.074,0.187,
slog_stranger_48_sink,0.888,1.275,0.537,0.364,0.066,0.221,433.810,771.549,61.970,,,,
slog_stranger_4900_sink,0.883,1.005,0.538,0.540,0.065,0.199,1.781,3.026,0.756,0.328,0.087,0.170,
slog_stranger_4902_sink,0.883,1.081,0.513,0.415,0.058,0.222,1.780,2.999,0.800,0.298,0.066,0.192,
slog_stranger_490_sink,0.900,0.989,0.506,0.325,0.071,0.206,1.250,1.345,0.573,0.305,0.079,0.176,
slog_stranger_491_sink,0.834,0.930,0.501,0.322,0.075,0.215,1.150,1.173,0.527,0.294,0.076,0.178,
slog_stranger_4924_sink,0.875,1.009,0.489,0.309,0.061,0.215,1.722,2.853,0.762,0.296,0.071,0.190,
slog_stranger_492_sink,0.834,0.941,0.489,0.355,0.076,0.212,1.225,1.105,0.589,0.421,0.081,0.178,
slog_stranger_4963_sink,1.287,1.676,0.641,0.336,0.071,0.213,1.180,1.159,0.572,0.287,0.077,0.180,
slog_stranger_4967_sink,1.312,1.624,0.777,0.349,0.073,0.215,1.272,1.126,0.545,0.287,0.076,0.175,
slog_stranger_4971_sink,1.310,1.569,0.617,0.318,0.068,0.205,1.202,1.153,0.544,0.331,0.079,0.182,
slog_stranger_500_sink,0.878,1.112,0.494,0.326,0.076,0.216,1.388,1.733,0.640,0.323,0.084,0.178,
slog_stranger_5025_sink,0.873,0.979,0.532,0.306,0.057,0.213,2.509,8.111,1.314,0.360,0.112,0.197,
slog_stranger_5026_sink,0.843,0.980,0.483,0.401,0.066,0.205,2.548,8.259,1.199,0.408,0.172,0.193,
slog_stranger_5027_sink,1.026,0.998,0.535,0.314,0.056,0.211,2.449,7.836,1.213,0.349,0.115,0.193,
slog_stranger_5028_sink,0.875,1.019,0.492,0.333,0.063,0.214,2.494,8.291,1.303,0.389,0.153,0.194,
slog_stranger_5029_sink,17.124,40.753,68.173,0.326,0.061,0.211,2.330,5.735,1.313,0.482,0.215,0.207,
slog_stranger_502_sink,0.890,0.932,0.494,0.329,0.082,0.212,1.153,1.134,0.531,0.312,0.072,0.189,
slog_stranger_5030_sink,15.543,39.782,61.953,0.369,0.060,0.209,2.291,5.836,1.281,0.440,0.202,0.208,
slog_stranger_5031_sink,0.859,1.003,0.483,0.325,0.071,0.202,2.444,7.935,1.260,0.324,0.102,0.181,
slog_stranger_5032_sink,0.907,1.027,0.489,0.308,0.061,0.216,2.352,7.767,1.141,0.329,0.094,0.189,
slog_stranger_5033_sink,0.842,1.000,0.488,0.337,0.065,0.214,2.480,8.204,1.346,0.336,0.121,0.177,
slog_stranger_5034_sink,17.363,39.991,67.361,0.351,0.070,0.206,2.338,6.414,1.264,,,,
slog_stranger_5036_sink,0.872,0.977,0.492,0.319,0.062,0.218,2.361,7.450,1.215,0.317,0.090,0.184,
slog_stranger_5038_sink,0.845,0.966,0.506,0.311,0.052,0.214,2.321,7.161,1.113,0.317,0.094,0.190,
slog_stranger_5039_sink,0.888,0.995,0.487,0.319,0.061,0.218,2.404,7.394,1.165,1.641,1.398,0.203,
slog_stranger_503_sink,0.878,0.986,0.503,0.391,0.077,0.210,1.379,1.618,0.642,0.291,0.079,0.174,
slog_stranger_5040_sink,0.839,0.977,0.497,0.321,0.069,0.208,2.491,8.090,1.410,0.428,0.129,0.184,
slog_stranger_5041_sink,0.859,0.983,0.482,0.305,0.058,0.217,2.272,6.935,1.067,0.319,0.096,0.183,
slog_stranger_5042_sink,0.890,0.985,0.505,0.354,0.068,0.201,2.346,6.895,1.194,0.309,0.089,0.189,
slog_stranger_5043_sink,0.855,0.999,0.481,0.375,0.058,0.216,2.601,9.871,1.389,0.478,0.251,0.178,
slog_stranger_5044_sink,0.878,0.960,0.475,0.315,0.064,0.205,2.515,7.696,1.150,0.305,0.077,0.186,
slog_stranger_5045_sink,0.853,0.957,0.479,0.310,0.061,0.210,2.380,7.888,1.203,0.303,0.087,0.175,
slog_stranger_5046_sink,0.836,0.956,0.510,0.344,0.069,0.208,2.391,7.973,1.212,0.306,0.088,0.173,
slog_stranger_5048_sink,0.855,0.968,0.505,0.316,0.073,0.201,2.437,7.216,1.107,0.322,0.114,0.173,
slog_stranger_5049_sink,0.971,0.985,0.515,0.350,0.060,0.212,2.341,7.848,1.115,0.355,0.135,0.180,
slog_stranger_504_sink,0.864,0.979,0.508,0.387,0.069,0.213,1.507,1.533,0.592,0.310,0.069,0.184,
slog_stranger_505_sink,0.872,0.943,0.532,0.418,0.073,0.209,1.413,1.162,0.576,0.288,0.066,0.182,
slog_stranger_5060_sink,0.868,1.083,0.502,0.309,0.054,0.218,2.428,8.163,1.350,0.314,0.100,0.166,
slog_stranger_5063_sink,0.898,1.050,0.483,0.443,0.065,0.214,2.436,7.104,1.159,0.343,0.105,0.189,
slog_stranger_5084_sink,0.854,1.023,0.476,0.328,0.065,0.204,2.573,6.964,1.070,0.309,0.088,0.178,
slog_stranger_5085_sink,0.848,0.987,0.488,0.349,0.077,0.217,1.499,1.400,0.587,0.288,0.067,0.189,
slog_stranger_5086_sink,0.858,1.009,0.497,0.341,0.055,0.219,2.311,7.556,1.126,0.289,0.080,0.185,
slog_stranger_508_sink,0.871,1.011,0.460,0.319,0.077,0.207,1.346,1.390,0.560,0.294,0.072,0.184,
slog_stranger_5098_sink,0.887,0.990,0.514,0.294,0.059,0.204,2.742,7.397,1.178,1.424,1.195,0.185,
slog_stranger_5101_sink,0.857,1.005,0.487,0.301,0.070,0.198,2.146,5.340,0.941,3.002,2.688,0.220,
slog_stranger_5103_sink,0.883,0.981,0.516,0.347,0.060,0.210,2.541,7.456,1.271,1.618,1.363,0.205,
slog_stranger_5121_sink,0.853,1.038,0.473,0.350,0.073,0.209,2.359,7.237,1.192,0.327,0.097,0.184,
slog_stranger_5134_sink,0.878,1.026,0.485,0.403,0.063,0.216,2.118,5.366,0.991,0.388,0.090,0.184,
slog_stranger_5135_sink,0.899,1.073,0.489,0.318,0.058,0.221,2.355,7.798,1.414,1.441,1.194,0.191,
slog_stranger_5136_sink,0.889,1.038,0.478,0.315,0.061,0.211,2.505,7.215,1.100,0.308,0.096,0.179,
slog_stranger_5137_sink,0.859,1.017,0.487,0.308,0.065,0.213,2.279,7.122,1.145,3.092,2.816,0.228,
slog_stranger_5138_sink,0.906,0.994,0.510,0.367,0.070,0.203,2.339,6.842,1.114,2.712,2.411,0.244,
slog_stranger_5139_sink,0.836,0.967,0.497,0.313,0.064,0.207,2.581,8.990,1.371,0.440,0.156,0.195,
slog_stranger_5144_sink,0.875,1.001,0.506,0.314,0.067,0.204,2.310,7.396,1.204,0.328,0.087,0.184,
slog_stranger_5147_sink,0.881,0.954,0.525,0.315,0.059,0.223,2.395,6.552,1.116,0.302,0.090,0.178,
slog_stranger_5149_sink,0.875,0.970,0.541,0.338,0.070,0.205,2.588,8.146,1.383,0.319,0.101,0.175,
slog_stranger_515_sink,0.844,0.950,0.484,0.328,0.074,0.216,1.274,1.137,0.564,0.288,0.075,0.172,
slog_stranger_5163_sink,0.870,0.990,0.523,0.316,0.066,0.204,2.239,7.444,1.099,0.294,0.087,0.176,
slog_stranger_5165_sink,0.881,0.973,0.486,0.329,0.056,0.215,2.443,8.269,1.356,0.316,0.091,0.176,
slog_stranger_5172_sink,0.880,0.974,0.522,0.304,0.064,0.205,2.449,7.320,1.256,1.773,1.376,0.205,
slog_stranger_5176_sink,0.903,0.977,0.488,0.309,0.066,0.204,2.332,7.194,1.160,0.307,0.092,0.174,
slog_stranger_517_sink,1.319,1.714,0.642,0.506,0.069,0.216,1.139,1.101,0.536,0.287,0.076,0.170,
slog_stranger_5180_sink,0.891,1.054,0.519,0.419,0.062,0.213,2.661,7.771,1.235,1.464,1.208,0.186,
slog_stranger_519_sink,0.887,0.985,0.516,0.368,0.062,0.214,1.823,2.990,0.787,0.284,0.076,0.171,
slog_stranger_520_sink,0.888,0.939,0.514,0.331,0.066,0.211,1.779,3.006,0.801,0.293,0.082,0.170,
slog_stranger_521_sink,0.877,0.992,0.512,0.371,0.056,0.214,1.710,3.048,0.714,0.297,0.067,0.184,
slog_stranger_5226_sink,0.860,0.984,0.506,0.316,0.058,0.218,1.941,4.569,0.927,0.312,0.087,0.181,
slog_stranger_5227_sink,0.891,1.005,0.527,0.315,0.057,0.217,2.452,7.785,1.288,0.448,0.147,0.170,
slog_stranger_5228_sink,15.050,39.300,61.231,0.431,0.064,0.215,2.460,7.261,1.435,,,,
slog_stranger_5229_sink,17.054,40.467,68.661,0.322,0.068,0.207,2.261,7.125,1.167,0.745,0.480,0.212,
slog_stranger_5230_sink,0.860,1.034,0.444,0.319,0.064,0.212,2.331,6.824,1.205,0.315,0.089,0.181,
slog_stranger_5231_sink,0.858,1.015,0.487,0.307,0.064,0.206,2.066,5.229,0.984,0.315,0.095,0.174,
slog_stranger_5232_sink,0.892,1.040,0.489,0.409,0.060,0.221,2.297,7.747,1.213,0.311,0.085,0.183,
slog_stranger_5233_sink,0.894,1.090,0.499,0.304,0.066,0.205,2.178,5.938,1.063,,,,
slog_stranger_5234_sink,0.872,0.988,0.519,0.373,0.059,0.216,2.471,6.914,1.080,0.327,0.094,0.186,
slog_stranger_5235_sink,0.897,0.990,0.473,0.318,0.057,0.207,2.323,7.111,1.105,0.885,0.640,0.192,
slog_stranger_5236_sink,0.887,1.021,0.496,0.317,0.062,0.215,2.317,6.996,1.075,5.256,4.971,0.228,
slog_stranger_523_sink,0.856,0.958,0.518,0.302,0.064,0.203,1.835,3.009,0.733,0.298,0.085,0.175,
slog_stranger_5242_sink,0.875,0.983,0.520,0.323,0.068,0.213,2.338,7.167,1.114,0.323,0.102,0.180,
slog_stranger_5252_sink,0.853,0.983,0.499,0.451,0.059,0.211,2.326,7.638,1.128,1.656,1.403,0.211,
slog_stranger_5254_sink,0.891,1.004,0.503,0.298,0.057,0.210,2.362,6.161,1.096,0.328,0.117,0.173,
slog_stranger_525_sink,0.862,0.964,0.510,0.576,0.062,0.212,1.835,3.106,0.756,0.337,0.084,0.164,
slog_stranger_5262_sink,0.912,1.099,0.519,0.306,0.052,0.219,2.389,7.578,1.190,0.320,0.097,0.183,
slog_stranger_526_sink,0.867,0.976,0.491,0.314,0.055,0.214,1.783,3.014,0.749,0.316,0.083,0.175,
slog_stranger_527_sink,0.885,0.972,0.533,0.307,0.056,0.215,1.768,2.942,0.739,0.296,0.076,0.181,
slog_stranger_528_sink,0.856,0.989,0.482,0.310,0.060,0.208,1.774,3.002,0.744,0.311,0.076,0.178,
slog_stranger_5290_sink,1.011,1.015,0.501,0.636,0.067,0.213,2.356,8.007,1.210,0.813,0.555,0.202,
slog_stranger_5291_sink,0.851,0.996,0.489,0.315,0.066,0.201,2.398,8.422,1.215,0.338,0.127,0.175,
slog_stranger_5292_sink,0.856,1.008,0.485,0.421,0.055,0.215,2.828,9.419,1.764,0.406,0.169,0.194,
slog_stranger_5293_sink,0.891,0.984,0.557,0.309,0.061,0.213,2.498,8.170,1.293,0.339,0.121,0.187,
slog_stranger_5294_sink,0.875,1.067,0.487,0.321,0.058,0.224,2.476,8.200,1.244,0.379,0.139,0.187,
slog_stranger_5295_sink,18.336,40.286,67.957,0.320,0.060,0.212,2.120,5.931,1.198,,,,
slog_stranger_5296_sink,15.576,39.660,64.724,0.327,0.075,0.207,2.222,5.918,1.343,60.974,59.286,1.445,
slog_stranger_5297_sink,15.941,41.819,61.679,0.391,0.068,0.216,2.387,6.750,1.360,,,,
slog_stranger_5298_sink,0.897,1.000,0.512,0.318,0.054,0.217,2.477,7.734,1.158,0.450,0.101,0.182,
slog_stranger_5299_sink,0.900,1.030,0.490,0.324,0.070,0.210,2.350,7.658,1.152,0.336,0.098,0.180,
slog_stranger_529_sink,0.868,0.991,0.493,0.303,0.046,0.220,1.766,3.022,0.745,0.300,0.084,0.179,
slog_stranger_5300_sink,0.890,1.022,0.513,0.303,0.067,0.204,2.536,7.908,1.211,0.407,0.115,0.180,
slog_stranger_5301_sink,17.149,41.484,64.532,0.325,0.061,0.216,2.612,7.039,1.410,1.291,0.890,0.267,
slog_stranger_5302_sink,0.887,1.031,0.487,0.503,0.067,0.216,2.420,6.856,1.024,0.947,0.672,0.187,
slog_stranger_5303_sink,17.526,39.560,67.111,0.312,0.064,0.217,2.261,6.024,1.108,,,,
slog_stranger_5304_sink,0.875,0.970,0.508,0.316,0.075,0.201,2.317,6.881,1.067,0.329,0.095,0.178,
slog_stranger_5305_sink,0.864,0.986,0.497,0.315,0.054,0.221,2.365,7.829,1.265,0.332,0.089,0.186,
slog_stranger_5306_sink,0.899,1.016,0.470,0.322,0.063,0.215,2.567,7.168,1.095,0.325,0.079,0.194,
slog_stranger_5307_sink,0.987,1.266,0.506,0.351,0.057,0.217,2.661,8.364,1.560,,,,
slog_stranger_5308_sink,0.855,0.989,0.491,0.364,0.064,0.218,2.371,7.562,1.245,0.331,0.108,0.182,
slog_stranger_5309_sink,0.847,0.993,0.489,0.335,0.060,0.210,2.403,8.191,1.236,0.360,0.134,0.177,
slog_stranger_530_sink,0.848,0.972,0.492,0.415,0.063,0.217,1.767,3.053,0.713,0.366,0.079,0.188,
slog_stranger_5310_sink,0.909,1.000,0.528,0.344,0.057,0.204,2.468,7.853,1.235,0.484,0.136,0.182,
slog_stranger_5312_sink,0.854,1.007,0.475,0.295,0.054,0.206,2.071,5.439,1.065,0.305,0.100,0.177,
slog_stranger_5314_sink,0.900,1.072,0.537,0.305,0.060,0.207,2.447,6.939,1.362,584.383,579.133,3.779,
slog_stranger_5319_sink,0.866,1.055,0.530,0.324,0.056,0.224,2.288,7.142,1.115,1.667,1.386,0.216,
slog_stranger_531_sink,0.905,0.974,0.543,0.303,0.062,0.211,1.842,2.905,0.775,0.315,0.070,0.193,
slog_stranger_5322_sink,0.841,0.957,0.535,0.318,0.060,0.216,2.371,7.289,1.153,0.361,0.096,0.195,
slog_stranger_5323_sink,0.874,0.980,0.508,0.304,0.057,0.215,2.408,7.747,1.219,0.314,0.093,0.177,
slog_stranger_5326_sink,0.854,0.974,0.487,0.324,0.061,0.216,2.385,7.671,1.204,0.320,0.088,0.191,
slog_stranger_5329_sink,0.891,1.029,0.488,0.327,0.056,0.213,2.095,5.106,1.006,0.323,0.091,0.181,
slog_stranger_532_sink,1.044,1.093,0.528,0.312,0.060,0.211,2.520,7.861,1.166,436.443,433.058,2.317,
slog_stranger_5332_sink,0.873,1.019,0.509,0.309,0.064,0.211,2.307,6.781,1.081,0.331,0.092,0.176,
slog_stranger_5336_sink,0.879,1.103,0.481,0.317,0.060,0.219,2.159,5.772,0.967,,,,
slog_stranger_5337_sink,0.892,1.001,0.522,0.337,0.060,0.220,2.383,7.096,1.083,1.700,1.435,0.208,
slog_stranger_5340_sink,0.877,0.999,0.506,0.458,0.064,0.201,2.276,7.518,1.086,152.151,150.796,0.844,
slog_stranger_5344_sink,0.857,0.987,0.501,0.299,0.068,0.206,2.635,8.430,1.173,0.386,0.116,0.181,
slog_stranger_534_sink,0.869,0.971,0.504,0.488,0.067,0.201,1.782,2.982,0.752,0.312,0.068,0.193,
slog_stranger_5354_sink,0.972,1.015,0.491,0.314,0.063,0.212,2.291,6.960,1.118,0.306,0.095,0.177,
slog_stranger_5355_sink,0.870,1.000,0.478,0.319,0.058,0.212,1.978,5.004,0.941,0.308,0.087,0.184,
slog_stranger_5356_sink,0.895,1.085,0.534,0.313,0.052,0.210,2.356,7.574,1.111,0.317,0.099,0.177,
slog_stranger_5357_sink,0.884,1.008,0.505,0.301,0.060,0.208,2.317,7.035,1.096,62.140,61.301,0.654,
slog_stranger_5358_sink,0.880,1.026,0.507,0.510,0.063,0.202,2.336,7.267,1.139,5.541,5.167,0.287,
slog_stranger_5359_sink,0.920,0.979,0.522,0.330,0.053,0.220,2.268,7.096,1.129,0.329,0.093,0.181,
slog_stranger_535_sink,0.881,1.014,0.497,0.318,0.057,0.220,1.782,3.055,0.761,0.295,0.078,0.176,
slog_stranger_5360_sink,0.883,1.193,0.496,0.324,0.057,0.224,2.552,7.732,1.378,,,,
slog_stranger_5369_sink,0.902,1.046,0.494,0.315,0.069,0.208,2.123,5.714,1.034,1.527,1.268,0.204,
slog_stranger_536_sink,0.869,1.003,0.492,0.304,0.051,0.219,1.777,2.997,0.758,0.303,0.079,0.189,
slog_stranger_5378_sink,0.863,1.017,0.472,0.311,0.058,0.216,2.486,8.236,1.361,3.788,3.268,0.473,
slog_stranger_5381_sink,0.901,1.163,0.519,0.353,0.062,0.216,2.120,6.034,1.068,,,,
slog_stranger_538_sink,0.888,0.987,0.513,0.331,0.060,0.205,1.753,2.938,0.789,0.327,0.078,0.178,
slog_stranger_5392_sink,0.872,1.076,0.501,0.323,0.051,0.215,2.370,8.052,1.202,0.318,0.088,0.182,
slog_stranger_539_sink,0.888,0.994,0.497,0.313,0.061,0.203,1.776,2.875,0.746,0.304,0.085,0.165,
slog_stranger_5400_sink,0.897,1.032,0.499,0.550,0.064,0.208,2.341,5.391,0.995,0.392,0.119,0.184,
slog_stranger_5401_sink,0.896,0.958,0.498,0.491,0.062,0.205,2.354,7.985,1.126,0.339,0.120,0.181,
slog_stranger_5403_sink,0.879,1.007,0.512,0.312,0.062,0.207,2.348,7.243,1.165,0.327,0.105,0.174,
slog_stranger_5405_sink,0.899,1.009,0.522,0.318,0.063,0.217,2.059,5.459,1.012,0.557,0.314,0.200,
slog_stranger_5406_sink,0.924,0.948,0.502,0.300,0.058,0.207,2.520,8.057,1.284,0.346,0.120,0.179,
slog_stranger_5407_sink,0.906,0.977,0.523,0.307,0.066,0.205,1.811,3.100,0.782,0.283,0.079,0.168,
slog_stranger_5409_sink,0.880,1.010,0.499,0.387,0.061,0.213,1.786,3.473,0.786,0.283,0.071,0.177,
slog_stranger_5412_sink,0.855,0.983,0.487,0.315,0.055,0.207,1.931,3.982,0.893,0.311,0.082,0.177,
slog_stranger_5413_sink,0.934,0.987,0.521,0.318,0.066,0.204,1.923,3.981,0.819,0.295,0.075,0.180,
slog_stranger_5414_sink,,,,0.318,0.062,0.216,1.558,2.075,0.687,0.302,0.080,0.177,
slog_stranger_5416_sink,,,,0.336,0.062,0.202,1.463,1.970,0.660,0.297,0.067,0.188,
slog_stranger_5418_sink,1.297,1.571,0.646,0.320,0.075,0.210,1.431,1.126,0.564,0.282,0.081,0.166,
slog_stranger_5423_sink,,,,0.319,0.059,0.219,1.482,1.969,0.616,0.292,0.078,0.179,
slog_stranger_5425_sink,,,,0.375,0.058,0.205,1.535,2.038,0.674,0.373,0.078,0.173,
slog_stranger_5427_sink,1.298,1.681,0.638,0.328,0.070,0.215,1.184,1.146,0.555,0.462,0.071,0.184,
slog_stranger_5429_sink,1.306,1.643,0.668,0.340,0.071,0.217,1.195,1.142,0.584,0.284,0.076,0.170,
slog_stranger_542_sink,0.885,0.929,0.544,0.336,0.076,0.201,1.180,1.152,0.558,0.285,0.071,0.172,
slog_stranger_5431_sink,1.293,1.600,0.628,0.327,0.076,0.209,1.126,1.117,0.533,0.283,0.072,0.175,
slog_stranger_5432_sink,0.864,0.998,0.496,0.319,0.058,0.217,1.362,1.393,0.645,0.316,0.082,0.170,
slog_stranger_5434_sink,0.872,0.968,0.528,0.316,0.060,0.198,1.308,1.405,0.624,0.287,0.073,0.179,
slog_stranger_5435_sink,0.897,1.016,0.541,0.413,0.060,0.205,1.965,4.214,0.872,0.305,0.080,0.175,
slog_stranger_5436_sink,0.869,0.968,0.508,0.315,0.055,0.213,1.243,1.269,0.571,0.282,0.068,0.181,
slog_stranger_5437_sink,,,,0.328,0.055,0.211,1.708,2.888,0.709,0.331,0.070,0.178,
slog_stranger_5438_sink,,,,0.314,0.059,0.211,1.651,2.762,0.696,0.293,0.084,0.170,
slog_stranger_543_sink,0.874,0.972,0.510,0.358,0.077,0.217,1.232,1.133,0.566,0.292,0.075,0.177,
slog_stranger_5444_sink,0.883,1.033,0.497,0.307,0.055,0.213,2.271,6.417,1.088,0.295,0.080,0.177,
slog_stranger_5445_sink,1.307,1.755,0.630,0.307,0.059,0.205,1.262,1.266,0.574,0.286,0.072,0.178,
slog_stranger_5448_sink,0.873,0.939,0.510,0.326,0.066,0.227,1.182,1.152,0.570,0.289,0.074,0.172,
slog_stranger_5449_sink,1.001,0.932,0.509,0.315,0.075,0.204,1.187,1.167,0.563,0.296,0.094,0.159,
slog_stranger_5452_sink,0.903,1.034,0.511,0.312,0.063,0.203,1.273,1.209,0.554,0.309,0.081,0.171,
slog_stranger_5463_sink,0.914,0.999,0.507,0.336,0.055,0.222,1.303,1.366,0.593,0.293,0.076,0.174,
slog_stranger_5465_sink,,,,0.312,0.058,0.210,1.744,2.001,0.682,0.309,0.087,0.172,
slog_stranger_5468_sink,1.333,1.779,0.605,0.351,0.057,0.210,1.682,2.545,0.734,0.300,0.088,0.172,
slog_stranger_5469_sink,1.262,1.615,0.606,0.334,0.054,0.230,1.827,2.707,0.735,0.307,0.079,0.179,
