,mas,,,cvc5,,,ostrich,,,z3
filename,real,user,sys,real,user,sys,real,user,sys,real,user,sys
instance07492,0.758,0.582,0.446,0.302,0.085,0.199,1.128,1.129,0.556,0.282,0.083,0.177,
instance07675,0.751,0.594,0.441,0.320,0.068,0.219,1.194,1.207,0.547,0.299,0.075,0.180,
instance07975,0.747,0.571,0.459,0.301,0.063,0.208,1.285,1.358,0.644,0.281,0.079,0.171,
instance08020,0.734,0.599,0.420,0.291,0.066,0.205,1.225,1.318,0.606,0.288,0.075,0.182,
instance08272,0.749,0.585,0.449,0.317,0.073,0.204,1.132,1.083,0.554,0.289,0.074,0.174,
instance08348,0.763,0.604,0.444,0.290,0.061,0.199,1.280,1.395,0.583,0.302,0.085,0.176,
instance08980,0.765,0.623,0.438,0.304,0.065,0.207,1.263,1.410,0.578,0.291,0.085,0.172,
instance08996,0.747,0.572,0.446,0.323,0.069,0.214,1.189,1.180,0.578,0.284,0.081,0.169,
instance09054,0.770,0.579,0.451,0.321,0.071,0.213,1.119,1.098,0.548,0.309,0.079,0.187,
instance09282,0.768,0.598,0.429,0.312,0.076,0.204,1.141,1.142,0.528,0.288,0.076,0.183,
instance09330,0.748,0.584,0.435,0.290,0.067,0.199,1.345,1.335,0.608,0.320,0.077,0.182,
instance09734,0.742,0.578,0.437,0.306,0.058,0.215,1.216,1.366,0.560,0.287,0.078,0.175,
instance10004,0.778,0.586,0.451,0.313,0.059,0.198,1.277,1.318,0.591,0.588,0.071,0.175,
instance10147,0.742,0.606,0.447,0.303,0.059,0.201,1.297,1.425,0.642,0.601,0.083,0.177,
instance10397,0.765,0.623,0.438,0.313,0.067,0.204,1.257,1.363,0.614,0.296,0.087,0.168,
instance10465,0.751,0.587,0.434,0.305,0.062,0.221,1.128,1.138,0.532,0.293,0.079,0.176,
instance10512,0.768,0.575,0.440,0.326,0.066,0.218,1.131,1.111,0.542,0.285,0.081,0.180,
instance11018,0.742,0.591,0.439,0.298,0.051,0.222,1.291,1.309,0.599,0.280,0.074,0.176,
instance11156,0.747,0.583,0.428,0.296,0.057,0.202,1.270,1.313,0.606,0.280,0.073,0.186,
instance11211,0.728,0.597,0.426,0.288,0.065,0.198,1.244,1.371,0.577,0.286,0.073,0.173,
instance11215,0.834,0.620,0.424,0.277,0.048,0.207,1.272,1.280,0.640,0.284,0.072,0.177,
instance11372,0.760,0.608,0.439,0.293,0.048,0.222,1.319,1.389,0.558,0.287,0.082,0.165,
instance11440,0.834,0.572,0.460,0.321,0.074,0.210,1.140,1.137,0.525,0.282,0.080,0.173,
instance11703,0.754,0.596,0.444,0.323,0.064,0.212,1.227,1.300,0.554,0.302,0.081,0.168,
instance11709,0.780,0.598,0.435,0.295,0.069,0.199,1.233,1.332,0.589,0.293,0.076,0.182,
instance11769,0.746,0.599,0.422,0.298,0.054,0.206,1.274,1.302,0.576,0.295,0.078,0.176,
instance11788,0.730,0.593,0.416,0.295,0.057,0.216,1.290,1.336,0.618,0.280,0.090,0.161,
instance12046,0.735,0.605,0.423,0.303,0.057,0.215,1.241,1.333,0.565,0.283,0.073,0.171,
instance12162,0.745,0.592,0.426,0.302,0.066,0.204,1.163,1.135,0.557,0.296,0.070,0.185,
instance12416,0.762,0.583,0.445,0.324,0.080,0.199,1.121,1.174,0.515,0.289,0.079,0.179,
instance12474,0.769,0.620,0.448,0.310,0.056,0.211,1.257,1.368,0.596,0.293,0.074,0.184,
instance12823,0.762,0.620,0.411,0.291,0.053,0.218,1.241,1.368,0.564,0.272,0.080,0.169,
instance12961,0.757,0.619,0.432,0.297,0.055,0.213,1.270,1.400,0.576,0.298,0.073,0.179,
instance13052,0.748,0.607,0.436,0.300,0.054,0.216,1.266,1.357,0.595,0.289,0.077,0.175,
instance13060,0.756,0.615,0.433,0.293,0.065,0.212,1.286,1.423,0.596,0.300,0.088,0.173,
instance13068,0.756,0.606,0.428,0.287,0.057,0.200,1.231,1.384,0.575,0.296,0.079,0.177,
instance13358,0.740,0.597,0.424,0.353,0.074,0.204,1.185,1.115,0.587,0.293,0.078,0.184,
instance13532,0.748,0.580,0.440,0.304,0.059,0.201,1.283,1.363,0.570,0.269,0.078,0.171,
instance13726,0.754,0.586,0.444,0.286,0.055,0.206,1.240,1.301,0.571,0.299,0.081,0.176,
instance14028,0.748,0.590,0.437,0.322,0.077,0.206,1.150,1.199,0.514,0.270,0.069,0.182,
instance14503,0.772,0.583,0.457,0.343,0.076,0.213,1.166,1.169,0.548,0.301,0.080,0.173,
instance14633,0.753,0.587,0.435,0.339,0.071,0.215,1.165,1.148,0.573,0.291,0.076,0.181,
instance14862,0.757,0.576,0.454,0.316,0.057,0.220,1.292,1.320,0.615,0.297,0.077,0.180,
instance15368,0.749,0.581,0.435,0.313,0.083,0.208,1.180,1.164,0.571,0.309,0.079,0.174,
instance15577,0.750,0.589,0.438,0.306,0.058,0.208,1.242,1.313,0.589,0.298,0.076,0.179,
instance15594,0.759,0.585,0.439,0.312,0.066,0.224,1.178,1.155,0.576,0.296,0.083,0.172,
instance15649,0.752,0.586,0.452,0.296,0.060,0.210,1.235,1.298,0.593,0.287,0.080,0.171,
